Date,Actual,SES_Pred,Holt_Pred,HW_no_season_Pred,HW_season_mul_Pred
2022-05-02,155.23773193359375,133.61747265269,189.76588533334427,189.74496997720954,128.63761998427103
2022-05-03,156.73153686523438,133.61747265269,189.94074242812445,189.91976193953062,128.68495284386674
2022-05-04,163.15882873535156,133.61747265269,190.1155995229046,190.0945539018517,128.2784205584948
2022-05-05,154.06825256347656,133.61747265269,190.29045661768478,190.26934586417278,127.94689054569061
2022-05-06,154.7965545654297,133.61747265269,190.46531371246493,190.44413782649383,129.15672416588097
2022-05-09,149.6589813232422,133.61747265269,190.6401708072451,190.6189297888149,128.93520197309996
2022-05-10,152.07028198242188,133.61747265269,190.8150279020253,190.793721751136,128.93801065000594
2022-05-11,144.18673706054688,133.61747265269,190.98988499680544,190.96851371345707,129.02603344884767
2022-05-12,140.3089599609375,133.61747265269,191.16474209158562,191.14330567577815,130.41622815259802
2022-05-13,144.78713989257812,133.61747265269,191.33959918636577,191.31809763809923,130.75112088809595
